COUNTRY,HOLDER NAME,ISSUER,ISIN,NET SHORT POSITION (%),POSITION DATE
UNITED KINGDOM,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",SPECTRIS PLC,GB0003308607,0.65,2012-11-28
UNITED KINGDOM,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",SPECTRIS PLC,GB0003308607,0.56,2013-01-14
UNITED KINGDOM,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",SPECTRIS PLC,GB0003308607,0.39,2013-01-24
UNITED KINGDOM,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",SPIRENT COMMUNICATIONS PLC,GB0004726096,0.50,2012-11-13
UNITED KINGDOM,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",SPIRENT COMMUNICATIONS PLC,GB0004726096,0.62,2012-11-21
UNITED KINGDOM,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",SPIRENT COMMUNICATIONS PLC,GB0004726096,0.70,2013-02-01
UNITED KINGDOM,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",SPIRENT COMMUNICATIONS PLC,GB0004726096,0.67,2013-02-18
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,ADMIRAL GROUP PLC,GB00B02J6398,0.59,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,ADMIRAL GROUP PLC,GB00B02J6398,0.46,2012-11-06
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,AMLIN PLC,GB00B2988H17,0.51,2012-11-15
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,AMLIN PLC,GB00B2988H17,0.47,2013-01-28
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,BALFOUR BEATTY PLC,GB0000961622,0.50,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,BALFOUR BEATTY PLC,GB0000961622,0.48,2012-11-08
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,BARRATT DEVELOPMENTS PLC,GB0000811801,0.53,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,BETFAIR GROUP PLC,GB00B44JTH01,1.67,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,BETFAIR GROUP PLC,GB00B44JTH01,1.51,2012-11-05
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,BODYCOTE PLC,GB00B3FLWH99,1.05,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,BODYCOTE PLC,GB00B3FLWH99,1.10,2012-11-21
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,BRITVIC PLC,GB00B0N8QD54,0.55,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,BRITVIC PLC,GB00B0N8QD54,1.27,2012-11-14
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,BRITVIC PLC,GB00B0N8QD54,1.40,2012-11-19
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,BRITVIC PLC,GB00B0N8QD54,1.15,2013-02-13
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,BRITVIC PLC,GB00B0N8QD54,0.81,2013-02-14
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,BUNZL PLC,GB00B0744B38,0.52,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,BUNZL PLC,GB00B0744B38,0.49,2012-11-26
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,BUNZL PLC,GB00B0744B38,0.50,2012-11-29
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,BUNZL PLC,GB00B0744B38,0.58,2012-12-19
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,CAPE PLC,JE00B5SJJD95,0.87,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,CAPE PLC,JE00B5SJJD95,0.90,2012-11-20
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,CAPE PLC,JE00B5SJJD95,0.88,2012-11-30
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,CAPE PLC,JE00B5SJJD95,0.78,2012-12-21
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,CAPITAL SHOPPING CENTRES GROUP PLC,GB0006834344,0.53,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,CAPITAL SHOPPING CENTRES GROUP PLC,GB0006834344,0.60,2012-11-14
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,CAPITAL SHOPPING CENTRES GROUP PLC,GB0006834344,0.59,2012-12-10
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,CAPITAL SHOPPING CENTRES GROUP PLC,GB0006834344,0.60,2012-12-14
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,CAPITAL SHOPPING CENTRES GROUP PLC,GB0006834344,0.58,2012-12-17
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,CAPITAL SHOPPING CENTRES GROUP PLC,GB0006834344,0.49,2013-01-15
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,CAPITAL SHOPPING CENTRES GROUP PLC,GB0006834344,0.50,2013-01-22
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,CAPITAL SHOPPING CENTRES GROUP PLC,GB0006834344,0.49,2013-01-24
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,CARILLION PLC,GB0007365546,0.51,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,CARILLION PLC,GB0007365546,0.83,2012-11-08
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,CARILLION PLC,GB0007365546,0.90,2012-12-06
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,CARILLION PLC,GB0007365546,1.05,2012-12-27
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,CARILLION PLC,GB0007365546,1.10,2013-01-17
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,CARPETRIGHT PLC,GB0001772945,2.57,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,COSTAIN GROUP PLC,GB00B64NSP76,2.18,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DAIRY CREST GROUP PLC,GB0002502812,1.75,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DAIRY CREST GROUP PLC,GB0002502812,1.69,2012-12-03
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DAIRY CREST GROUP PLC,GB0002502812,1.78,2012-12-12
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DAIRY CREST GROUP PLC,GB0002502812,1.69,2013-01-07
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DAIRY CREST GROUP PLC,GB0002502812,1.70,2013-01-10
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DAIRY CREST GROUP PLC,GB0002502812,1.69,2013-01-11
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DAIRY CREST GROUP PLC,GB0002502812,1.71,2013-01-25
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DAIRY CREST GROUP PLC,GB0002502812,1.69,2013-01-31
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DAIRY CREST GROUP PLC,GB0002502812,1.59,2013-02-15
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DAIRY CREST GROUP PLC,GB0002502812,1.61,2013-02-19
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DAISY GROUP PLC,GB00B61G9L20,1.14,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DARTY PLC,GB0033040113,1.86,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DARTY PLC,GB0033040113,1.90,2012-11-08
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DARTY PLC,GB0033040113,1.85,2012-11-21
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DARTY PLC,GB0033040113,1.79,2012-11-26
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DARTY PLC,GB0033040113,1.63,2012-11-29
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DARTY PLC,GB0033040113,1.51,2012-11-30
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DARTY PLC,GB0033040113,1.47,2012-12-03
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DARTY PLC,GB0033040113,1.39,2012-12-05
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DARTY PLC,GB0033040113,1.28,2012-12-14
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DARTY PLC,GB0033040113,1.19,2013-01-29
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DIGNITY PLC,GB00B4JZFN18,1.00,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DIGNITY PLC,GB00B4JZFN18,0.70,2013-01-22
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DIGNITY PLC,GB00B4JZFN18,0.58,2013-01-25
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,ELECTROCOMPONENTS PLC,GB0003096442,0.66,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,ELECTROCOMPONENTS PLC,GB0003096442,0.80,2012-11-22
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,ELECTROCOMPONENTS PLC,GB0003096442,0.78,2012-11-23
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,ELECTROCOMPONENTS PLC,GB0003096442,0.67,2012-12-06
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,ELECTROCOMPONENTS PLC,GB0003096442,0.54,2013-01-25
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,ELECTROCOMPONENTS PLC,GB0003096442,0.48,2013-01-28
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,GREGGS PLC,GB00B63QSB39,1.74,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,HALMA PLC,GB0004052071,0.74,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,HALMA PLC,GB0004052071,0.66,2013-01-22
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,HALMA PLC,GB0004052071,0.44,2013-02-07
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,HAYS PLC,GB0004161021,0.51,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,HAYS PLC,GB0004161021,0.64,2012-11-22
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,HAYS PLC,GB0004161021,0.58,2012-11-30
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,HAYS PLC,GB0004161021,0.60,2012-12-14
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,HIKMA PHARMACEUTICALS PLC,GB00B0LCW083,1.21,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,HIKMA PHARMACEUTICALS PLC,GB00B0LCW083,1.30,2013-02-05
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,HIKMA PHARMACEUTICALS PLC,GB00B0LCW083,1.25,2013-02-07
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,HOME RETAIL GROUP PLC,GB00B19NKB76,1.43,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,HOME RETAIL GROUP PLC,GB00B19NKB76,1.50,2012-12-06
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,HOME RETAIL GROUP PLC,GB00B19NKB76,1.47,2012-12-28
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,HOME RETAIL GROUP PLC,GB00B19NKB76,1.26,2013-01-17
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,HOME RETAIL GROUP PLC,GB00B19NKB76,1.14,2013-01-18
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,HOME RETAIL GROUP PLC,GB00B19NKB76,1.07,2013-01-21
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,HOME RETAIL GROUP PLC,GB00B19NKB76,0.97,2013-01-28
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,INTERSERVE PLC,GB0001528156,1.34,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,KIER GROUP PLC,GB0004915632,1.33,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,LAIRD PLC,GB00B1VNST91,0.86,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,LAIRD PLC,GB00B1VNST91,0.90,2012-11-27
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,LAIRD PLC,GB00B1VNST91,0.89,2012-11-30
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,LAIRD PLC,GB00B1VNST91,0.90,2012-12-03
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,LONMIN PLC,GB0031192486,0.85,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,LONMIN PLC,GB0031192486,1.04,2012-11-15
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,LONMIN PLC,GB0031192486,0.89,2012-11-20
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,LONMIN PLC,GB0031192486,0.79,2012-11-22
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,LONMIN PLC,GB0031192486,0.79,2012-11-23
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,LONMIN PLC,GB0031192486,0.63,2012-11-29
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,LONMIN PLC,GB0031192486,0.59,2012-11-30
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,LONMIN PLC,GB0031192486,0.49,2013-01-11
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,LONMIN PLC,GB0031192486,0.51,2013-01-14
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MARKS AND SPENCER GROUP PLC,GB0031274896,0.61,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MARKS AND SPENCER GROUP PLC,GB0031274896,0.56,2012-11-15
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MARKS AND SPENCER GROUP PLC,GB0031274896,0.49,2013-01-15
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MARKS AND SPENCER GROUP PLC,GB0031274896,0.50,2013-01-16
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MARKS AND SPENCER GROUP PLC,GB0031274896,0.45,2013-02-07
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MARKS AND SPENCER GROUP PLC,GB0031274896,0.50,2013-02-20
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MARSTON'S PLC,GB00B1JQDM80,1.60,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MARSTON'S PLC,GB00B1JQDM80,1.62,2013-01-04
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MARSTON'S PLC,GB00B1JQDM80,1.55,2013-01-09
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MARSTON'S PLC,GB00B1JQDM80,1.45,2013-02-08
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MEARS GROUP PLC,GB0005630420,2.91,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MEARS GROUP PLC,GB0005630420,2.87,2012-11-29
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MEARS GROUP PLC,GB0005630420,2.79,2013-01-17
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MEGGITT PLC,GB0005758098,0.60,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MEGGITT PLC,GB0005758098,0.57,2012-11-09
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MEGGITT PLC,GB0005758098,0.47,2013-02-08
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MITIE GROUP PLC,GB0004657408,0.85,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MITIE GROUP PLC,GB0004657408,0.91,2013-01-28
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MONDI PLC,GB00B1CRLC47,0.52,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MONDI PLC,GB00B1CRLC47,0.44,2012-11-13
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MORGAN CRUCIBLE COMPANY PLC,GB0006027295,0.58,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MORGAN CRUCIBLE COMPANY PLC,GB0006027295,0.64,2012-11-22
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MORGAN CRUCIBLE COMPANY PLC,GB0006027295,0.59,2012-11-23
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MORGAN CRUCIBLE COMPANY PLC,GB0006027295,0.62,2013-01-04
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MORGAN CRUCIBLE COMPANY PLC,GB0006027295,0.59,2013-02-18
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MORGAN SINDALL GROUP PLC,GB0008085614,1.40,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,OCADO GROUP PLC,GB00B3MBS747,2.59,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,OCADO GROUP PLC,GB00B3MBS747,2.65,2012-11-15
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,OCADO GROUP PLC,GB00B3MBS747,2.52,2012-11-19
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,OCADO GROUP PLC,GB00B3MBS747,2.29,2012-11-27
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,OCADO GROUP PLC,GB00B3MBS747,2.30,2012-12-11
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,OCADO GROUP PLC,GB00B3MBS747,2.29,2012-12-12
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,OCADO GROUP PLC,GB00B3MBS747,2.16,2013-01-08
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,OCADO GROUP PLC,GB00B3MBS747,1.94,2013-01-30
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,OCADO GROUP PLC,GB00B3MBS747,1.70,2013-02-07
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,OCADO GROUP PLC,GB00B3MBS747,1.68,2013-02-08
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,PREMIER FOODS PLC,GB00B7N0K053,1.41,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,PREMIER FOODS PLC,GB00B7N0K053,1.52,2013-02-05
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,PREMIER FOODS PLC,GB00B7N0K053,1.60,2013-02-11
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,PREMIER FOODS PLC,GB00B7N0K053,1.74,2013-02-15
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,PREMIER FOODS PLC,GB00B7N0K053,1.82,2013-02-19
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,PZ CUSSONS PLC,GB00B19Z1432,0.57,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,QINETIQ GROUP PLC,GB00B0WMWD03,0.51,2012-12-31
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,QINETIQ GROUP PLC,GB00B0WMWD03,0.49,2013-02-05
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,RENTOKIL INITIAL PLC,GB00B082RF11,0.58,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,RENTOKIL INITIAL PLC,GB00B082RF11,0.43,2012-11-09
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,RPS GROUP PLC,GB0007594764,0.67,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,RPS GROUP PLC,GB0007594764,0.70,2012-11-20
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,RPS GROUP PLC,GB0007594764,0.69,2013-01-17
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,SAVILLS PLC,GB00B135BJ46,0.84,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,SAVILLS PLC,GB00B135BJ46,0.72,2012-11-20
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,SAVILLS PLC,GB00B135BJ46,0.69,2012-11-21
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,SAVILLS PLC,GB00B135BJ46,0.59,2013-01-22
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,SERCO GROUP PLC,GB0007973794,1.26,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,SERCO GROUP PLC,GB0007973794,1.30,2012-11-28
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,SERCO GROUP PLC,GB0007973794,1.29,2012-12-14
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,SERCO GROUP PLC,GB0007973794,1.32,2013-01-29
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,SIG PLC,GB0008025412,0.68,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,SIG PLC,GB0008025412,0.59,2012-11-14
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,SIG PLC,GB0008025412,0.47,2012-11-21
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,SMITHS GROUP PLC,GB00B1WY2338,0.58,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,SMITHS GROUP PLC,GB00B1WY2338,0.49,2013-02-06
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,STOBART GROUP LTD,GB00B03HDJ73,1.62,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,STOBART GROUP LTD,GB00B03HDJ73,1.72,2012-11-21
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,SYNERGY HEALTH PLC,GB0030757263,0.96,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,SYNERGY HEALTH PLC,GB0030757263,0.89,2013-02-14
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,SYNERGY HEALTH PLC,GB0030757263,1.05,2013-02-18
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,SYNERGY HEALTH PLC,GB0030757263,1.12,2013-02-20
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,TCLARKE PLC,GB0002015021,1.92,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,VEDANTA RESOURCES PLC,GB0033277061,0.63,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,VEDANTA RESOURCES PLC,GB0033277061,0.54,2012-11-12
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,VOLEX PLC,GB0009390070,1.90,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,WILMINGTON GROUP PLC,GB0009692319,0.83,2012-11-01
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,WILMINGTON GROUP PLC,GB0009692319,0.97,2013-02-15
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,WS ATKINS PLC,GB0000608009,0.76,2012-11-01
